setN;elemId;elemType;As1Ti;As1Tj;As1Bi;As1Bj;As2Ti;As2Tj;As2Bi;As2Bj;Asw1i;Asw1j;Asw2i;Asw2j;Reinf1;Reinf2;Crack1i;Crack1j;Crack2i;Crack2j;Sw1i;Sw1j;Sw2i;Sw2j;ls1i;ls1j;ls2i;ls2j
3;325147;1;2.2902011560510787e-05;2.2905497685185268e-05;2.2902011560510787e-05;2.2905497685185268e-05;2.2902011560510787e-05;2.2905497685185268e-05;2.2902011560510787e-05;2.2905497685185268e-05;9.947438934326247e-05;9.948953125000075e-05;9.947438934326247e-05;9.948953125000075e-05;8.483517661179798e-05;8.483517661179798e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325148;1;2.2905497685185268e-05;2.290836509422028e-05;2.2905497685185268e-05;2.290836509422028e-05;2.2905497685185268e-05;2.290836509422028e-05;2.2905497685185268e-05;2.290836509422028e-05;9.948953125000075e-05;9.950198577880934e-05;9.948953125000075e-05;9.950198577880934e-05;8.484579664526098e-05;8.484579664526098e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325149;1;2.290836509422028e-05;2.291061378761582e-05;2.290836509422028e-05;2.291061378761582e-05;2.290836509422028e-05;2.291061378761582e-05;2.290836509422028e-05;2.291061378761582e-05;9.950198577880934e-05;9.951175292968826e-05;9.950198577880934e-05;9.951175292968826e-05;8.485412513931856e-05;8.485412513931856e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325150;1;2.291061378761582e-05;2.29122437653719e-05;2.291061378761582e-05;2.29122437653719e-05;2.291061378761582e-05;2.29122437653719e-05;2.291061378761582e-05;2.29122437653719e-05;9.951175292968826e-05;9.951883270263747e-05;9.951175292968826e-05;9.951883270263747e-05;8.486016209397069e-05;8.486016209397069e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325151;1;2.29122437653719e-05;2.291325502748851e-05;2.29122437653719e-05;2.291325502748851e-05;2.29122437653719e-05;2.291325502748851e-05;2.29122437653719e-05;2.291325502748851e-05;9.951883270263747e-05;9.9523225097657e-05;9.951883270263747e-05;9.9523225097657e-05;8.48639075092174e-05;8.48639075092174e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325152;1;2.291325502748851e-05;2.291364237467456e-05;2.291325502748851e-05;2.291364237467456e-05;2.291325502748851e-05;2.291364237467456e-05;2.291325502748851e-05;2.291364237467456e-05;9.9523225097657e-05;9.952490753173904e-05;9.9523225097657e-05;9.952490753173904e-05;8.486534212842499e-05;8.486534212842499e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325153;1;2.2913647573965648e-05;2.2913416205512236e-05;2.2913647573965648e-05;2.2913416205512236e-05;2.2913647573965648e-05;2.2913416205512236e-05;2.2913647573965648e-05;2.2913416205512236e-05;9.952493011474684e-05;9.952392517089919e-05;9.952493011474684e-05;9.952392517089919e-05;8.486536138505865e-05;8.486536138505865e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325154;1;2.2913416205512236e-05;2.2912566121419353e-05;2.2913416205512236e-05;2.2912566121419353e-05;2.2913416205512236e-05;2.2912566121419353e-05;2.2913416205512236e-05;2.2912566121419353e-05;9.952392517089919e-05;9.952023284912184e-05;9.952392517089919e-05;9.952023284912184e-05;8.486450446486083e-05;8.486450446486083e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325155;1;2.2912566121419353e-05;2.291109472204146e-05;2.2912566121419353e-05;2.291109472204146e-05;2.2912566121419353e-05;2.291109472204146e-05;2.2912566121419353e-05;2.291109472204146e-05;9.952023284912184e-05;9.95138418579109e-05;9.952023284912184e-05;9.95138418579109e-05;8.486135600525755e-05;8.486135600525755e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325684;1;1.577432318970015e-07;1.5765744359405008e-07;1.577432318970015e-07;1.5765744359405008e-07;1.577432318970015e-07;1.5765744359405008e-07;1.577432318970015e-07;1.5765744359405008e-07;6.851542985439353e-07;6.84781678915029e-07;6.851542985439353e-07;6.84781678915029e-07;5.842341922111214e-07;5.842341922111214e-07;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325685;1;1.275342742602035e-07;1.2618245857733314e-07;1.275342742602035e-07;1.2618245857733314e-07;1.275342742602035e-07;1.2618245857733314e-07;1.275342742602035e-07;1.2618245857733314e-07;5.53942347764973e-07;5.48070765733723e-07;5.53942347764973e-07;5.48070765733723e-07;4.723491639266834e-07;4.723491639266834e-07;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325686;1;3.5550188559073118e-06;3.5532017036720686e-06;3.5550188559073118e-06;3.5532017036720686e-06;3.5550188559073118e-06;3.5532017036720686e-06;3.5550188559073118e-06;3.5532017036720686e-06;1.5441147117614864e-05;1.5433254356384394e-05;1.5441147117614864e-05;1.5433254356384394e-05;1.3166736503360522e-05;1.3166736503360522e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325687;1;1.0584824682165114e-05;1.0580879070140735e-05;1.0584824682165114e-05;1.0580879070140735e-05;1.0584824682165114e-05;1.0580879070140735e-05;1.0584824682165114e-05;1.0580879070140735e-05;4.597495590209996e-05;4.595781822204625e-05;4.597495590209996e-05;4.595781822204625e-05;3.920305437838963e-05;3.920305437838963e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325688;1;1.1224214002821221e-05;1.122340421323427e-05;1.1224214002821221e-05;1.122340421323427e-05;1.1224214002821221e-05;1.122340421323427e-05;1.1224214002821221e-05;1.122340421323427e-05;4.8752129516601935e-05;4.874861221313513e-05;4.8752129516601935e-05;4.874861221313513e-05;4.157116297341227e-05;4.157116297341227e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325689;1;1.167001551875366e-05;1.167094359221286e-05;1.167001551875366e-05;1.167094359221286e-05;1.167001551875366e-05;1.167094359221286e-05;1.167001551875366e-05;1.167094359221286e-05;5.0688458709717176e-05;5.069248977661171e-05;5.0688458709717176e-05;5.069248977661171e-05;4.322571700819613e-05;4.322571700819613e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325690;1;1.2219691071686964e-05;1.2221597911693476e-05;1.2219691071686964e-05;1.2221597911693476e-05;1.2219691071686964e-05;1.2221597911693476e-05;1.2219691071686964e-05;1.2221597911693476e-05;5.307596252441447e-05;5.3084244842529696e-05;5.307596252441447e-05;5.3084244842529696e-05;4.526517745071694e-05;4.526517745071694e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325691;1;1.469547780354823e-05;1.4697760292335845e-05;1.469547780354823e-05;1.4697760292335845e-05;1.469547780354823e-05;1.4697760292335845e-05;1.469547780354823e-05;1.4697760292335845e-05;6.382948837280322e-05;6.383940231323291e-05;6.382948837280322e-05;6.383940231323291e-05;5.443614923087394e-05;5.443614923087394e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325692;1;1.4691328769260035e-05;1.4688834409360585e-05;1.4691328769260035e-05;1.4688834409360585e-05;1.4691328769260035e-05;1.4688834409360585e-05;1.4691328769260035e-05;1.4688834409360585e-05;6.381146713256885e-05;6.38006329345708e-05;6.381146713256885e-05;6.38006329345708e-05;5.441232877503761e-05;5.441232877503761e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325696;1;4.578989339757865e-06;4.581713768287958e-06;4.578989339757865e-06;4.581713768287958e-06;4.578989339757865e-06;4.581713768287958e-06;4.578989339757865e-06;4.581713768287958e-06;1.988874065399185e-05;1.99005741500856e-05;1.988874065399185e-05;1.99005741500856e-05;1.69693102529185e-05;1.69693102529185e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325697;1;2.1991392121491686e-05;2.1993617418077335e-05;2.1991392121491686e-05;2.1993617418077335e-05;2.1991392121491686e-05;2.1993617418077335e-05;2.1991392121491686e-05;2.1993617418077335e-05;9.551913360595775e-05;9.55287991333015e-05;9.551913360595775e-05;9.55287991333015e-05;8.145784228917598e-05;8.145784228917598e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325698;1;4.401985518844055e-05;4.402046870478893e-05;4.401985518844055e-05;4.402046870478893e-05;4.401985518844055e-05;4.402046870478893e-05;4.401985518844055e-05;4.402046870478893e-05;0.00019119928405761862;0.0001912019488525405;0.00019119928405761862;0.0001912019488525405;0.00016303877298070107;0.00016303877298070107;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325699;1;5.678559660734974e-05;5.6784801115813285e-05;5.678559660734974e-05;5.6784801115813285e-05;5.678559660734974e-05;5.6784801115813285e-05;5.678559660734974e-05;5.6784801115813285e-05;0.0002466470043945331;0.0002466435491943378;0.0002466470043945331;0.0002466435491943378;0.0002103170244716674;0.0002103170244716674;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325700;1;4.352888093171312e-05;4.352672582555716e-05;4.352888093171312e-05;4.352672582555716e-05;4.352888093171312e-05;4.352672582555716e-05;4.352888093171312e-05;4.352672582555716e-05;0.00018906674804687642;0.00018905738739013813;0.00018906674804687642;0.00018905738739013813;0.00016121807752486473;0.00016121807752486473;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325701;1;6.494565780074532e-06;6.492899407280839e-06;6.494565780074532e-06;6.492899407280839e-06;6.494565780074532e-06;6.492899407280839e-06;6.494565780074532e-06;6.492899407280839e-06;2.8209005279541226e-05;2.8201767425537323e-05;2.8209005279541226e-05;2.8201767425537323e-05;2.4053947333609573e-05;2.4053947333609573e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325702;1;4.39682762711138e-06;4.399076320506924e-06;4.39682762711138e-06;4.399076320506924e-06;4.39682762711138e-06;4.399076320506924e-06;4.39682762711138e-06;4.399076320506924e-06;1.909752521514907e-05;1.910729236602798e-05;1.909752521514907e-05;1.910729236602798e-05;1.629287526113689e-05;1.629287526113689e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325712;1;2.6062999866626975e-06;2.6057735584400414e-06;2.6062999866626975e-06;2.6057735584400414e-06;2.6062999866626975e-06;2.6057735584400414e-06;2.6062999866626975e-06;2.6057735584400414e-06;1.1320407333374108e-05;1.1318120803833094e-05;1.1320407333374108e-05;1.1318120803833094e-05;9.652962913565625e-06;9.652962913565625e-06;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325713;1;1.8801348876953194e-05;1.879996456570102e-05;1.8801348876953194e-05;1.879996456570102e-05;1.8801348876953194e-05;1.879996456570102e-05;1.8801348876953194e-05;1.879996456570102e-05;8.166325012207093e-05;8.165723739624084e-05;8.166325012207093e-05;8.165723739624084e-05;6.963462547019758e-05;6.963462547019758e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325714;1;3.4140432626229866e-05;3.413829311794717e-05;3.4140432626229866e-05;3.413829311794717e-05;3.4140432626229866e-05;3.413829311794717e-05;3.4140432626229866e-05;3.413829311794717e-05;0.00014828822692871204;0.00014827893402099722;0.00014828822692871204;0.00014827893402099722;0.00012644604676381534;0.00012644604676381534;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325715;1;4.320927790889049e-05;4.320632471155253e-05;4.320927790889049e-05;4.320632471155253e-05;4.320927790889049e-05;4.320632471155253e-05;4.320927790889049e-05;4.320632471155253e-05;0.00018767855926513812;0.00018766573211670065;0.00018767855926513812;0.00018766573211670065;0.00016003436262552166;0.00016003436262552166;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325716;1;4.808601277669288e-05;4.808226408781846e-05;4.808601277669288e-05;4.808226408781846e-05;4.808601277669288e-05;4.808226408781846e-05;4.808601277669288e-05;4.808226408781846e-05;0.0002088605511474625;0.00020884426879882968;0.0002088605511474625;0.00020884426879882968;0.00017809634361738247;0.00017809634361738247;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325717;1;4.5135768636067874e-05;4.5131515615957915e-05;4.5135768636067874e-05;4.5131515615957915e-05;4.5135768636067874e-05;4.5131515615957915e-05;4.5135768636067874e-05;4.5131515615957915e-05;0.0001960462298583999;0.00019602775695800928;0.0001960462298583999;0.00019602775695800928;0.00016716951346691943;0.00016716951346691943;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325718;1;2.5308729609736782e-05;2.5309423715097023e-05;2.5308729609736782e-05;2.5309423715097023e-05;2.5308729609736782e-05;2.5309423715097023e-05;2.5308729609736782e-05;2.5309423715097023e-05;0.00010992791687011802;0.00010993093170166099;0.00010992791687011802;0.00010993093170166099;9.373860635221196e-05;9.373860635221196e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325719;1;4.318661159939252e-06;4.3166217380099986e-06;4.318661159939252e-06;4.3166217380099986e-06;4.318661159939252e-06;4.3166217380099986e-06;4.318661159939252e-06;4.3166217380099986e-06;1.8758010864257955e-05;1.87491526794435e-05;1.8758010864257955e-05;1.87491526794435e-05;1.599504133310847e-05;1.599504133310847e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325703;1;1.511398824055995e-05;1.5116320122612902e-05;1.511398824055995e-05;1.5116320122612902e-05;1.511398824055995e-05;1.5116320122612902e-05;1.511398824055995e-05;1.5116320122612902e-05;6.564727935791065e-05;6.565740783691456e-05;6.564727935791065e-05;6.565740783691456e-05;5.598637082449269e-05;5.598637082449269e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325195;1;3.3615465404369336e-05;3.361792986834503e-05;3.3615465404369336e-05;3.361792986834503e-05;3.3615465404369336e-05;3.361792986834503e-05;3.3615465404369336e-05;3.361792986834503e-05;0.00014600804321289172;0.00014601874755859484;0.00014600804321289172;0.00014601874755859484;0.00012451085136424187;0.00012451085136424187;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325196;1;4.0592464305736545e-05;4.059652495207624e-05;4.0592464305736545e-05;4.059652495207624e-05;4.0592464305736545e-05;4.059652495207624e-05;4.0592464305736545e-05;4.059652495207624e-05;0.00017631248626709118;0.00017633012359619276;0.00017631248626709118;0.00017633012359619276;0.00015035749982250584;0.00015035749982250584;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325197;1;4.193708676938672e-05;4.194291517469633e-05;4.193708676938672e-05;4.194291517469633e-05;4.193708676938672e-05;4.194291517469633e-05;4.193708676938672e-05;4.194291517469633e-05;0.00018215282470703263;0.00018217814025879044;0.00018215282470703263;0.00018217814025879044;0.00015534413027665434;0.00015534413027665434;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325198;1;3.8277175790292384e-05;3.8284345612702684e-05;3.8277175790292384e-05;3.8284345612702684e-05;3.8277175790292384e-05;3.8284345612702684e-05;3.8277175790292384e-05;3.8284345612702684e-05;0.00016625608093261845;0.00016628722290039187;0.00016625608093261845;0.00016628722290039187;0.00014179387263964073;0.00014179387263964073;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325199;1;3.439492752640348e-05;3.4402765457718586e-05;3.439492752640348e-05;3.4402765457718586e-05;3.439492752640348e-05;3.4402765457718586e-05;3.439492752640348e-05;3.4402765457718586e-05;0.0001493936199951183;0.00014942766387939568;0.0001493936199951183;0.00014942766387939568;0.0001274176498434032;0.0001274176498434032;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325200;1;3.096782520435486e-05;3.0975808715820426e-05;3.096782520435486e-05;3.0975808715820426e-05;3.096782520435486e-05;3.0975808715820426e-05;3.096782520435486e-05;3.0975808715820426e-05;0.00013450807556152447;0.00013454275177002056;0.00013450807556152447;0.00013454275177002056;0.00011472521746600252;0.00011472521746600252;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325201;1;2.731436134620959e-05;2.732217068142371e-05;2.731436134620959e-05;2.732217068142371e-05;2.731436134620959e-05;2.732217068142371e-05;2.731436134620959e-05;2.732217068142371e-05;0.00011863933471679776;0.00011867325439453215;0.00011863933471679776;0.00011867325439453215;0.00010119322474601457;0.00010119322474601457;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325202;1;2.2939498449255e-05;2.2946891841182085e-05;2.2939498449255e-05;2.2946891841182085e-05;2.2939498449255e-05;2.2946891841182085e-05;2.2939498449255e-05;2.2946891841182085e-05;9.963721282959059e-05;9.966932586669997e-05;9.963721282959059e-05;9.966932586669997e-05;8.498848830067509e-05;8.498848830067509e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325743;1;3.0437910857024124e-06;3.043172370062945e-06;3.0437910857024124e-06;3.043172370062945e-06;3.0437910857024124e-06;3.043172370062945e-06;3.0437910857024124e-06;3.043172370062945e-06;1.3220640411377054e-05;1.3217953033447365e-05;1.3220640411377054e-05;1.3217953033447365e-05;1.1273300317416435e-05;1.1273300317416435e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325744;1;8.11971664428714e-06;8.120105291295965e-06;8.11971664428714e-06;8.120105291295965e-06;8.11971664428714e-06;8.120105291295965e-06;8.11971664428714e-06;8.120105291295965e-06;3.5267812728882104e-05;3.526950080871609e-05;3.5267812728882104e-05;3.526950080871609e-05;3.0074464041837152e-05;3.0074464041837152e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325745;1;1.644357565420651e-05;1.6443911008481687e-05;1.644357565420651e-05;1.6443911008481687e-05;1.644357565420651e-05;1.6443911008481687e-05;1.644357565420651e-05;1.6443911008481687e-05;7.14223133850103e-05;7.142376998901421e-05;7.14223133850103e-05;7.142376998901421e-05;6.090337410548823e-05;6.090337410548823e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325746;1;2.3165600020797248e-05;2.3165997766565478e-05;2.3165600020797248e-05;2.3165997766565478e-05;2.3165600020797248e-05;2.3165997766565478e-05;2.3165600020797248e-05;2.3165997766565478e-05;0.00010061928009033278;0.00010062100769043044;0.00010061928009033278;0.00010062100769043044;8.579999172802099e-05;8.579999172802099e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325747;1;1.031199773152673e-05;1.0310727804678494e-05;1.031199773152673e-05;1.0310727804678494e-05;1.031199773152673e-05;1.0310727804678494e-05;1.031199773152673e-05;1.0310727804678494e-05;4.4789937973022794e-05;4.47844220733646e-05;4.4789937973022794e-05;4.47844220733646e-05;3.819258419084005e-05;3.819258419084005e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325203;1;1.6300311787923235e-05;1.6300847314905295e-05;1.6300311787923235e-05;1.6300847314905295e-05;1.6300311787923235e-05;1.6300847314905295e-05;1.6300311787923235e-05;1.6300847314905295e-05;7.080004989624077e-05;7.080237594604546e-05;7.080004989624077e-05;7.080237594604546e-05;6.0373508573723803e-05;6.0373508573723803e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325204;1;1.3252959187825568e-05;1.325674687138315e-05;1.3252959187825568e-05;1.325674687138315e-05;1.3252959187825568e-05;1.325674687138315e-05;1.3252959187825568e-05;1.325674687138315e-05;5.756394012451215e-05;5.7580391845703563e-05;5.756394012451215e-05;5.7580391845703563e-05;4.9099062486604655e-05;4.9099062486604655e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325205;1;1.0599538026032663e-05;1.0603429695412003e-05;1.0599538026032663e-05;1.0603429695412003e-05;1.0599538026032663e-05;1.0603429695412003e-05;1.0599538026032663e-05;1.0603429695412003e-05;4.603886299133335e-05;4.6055766372681006e-05;4.603886299133335e-05;4.6055766372681006e-05;3.927196183485959e-05;3.927196183485959e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325206;1;7.806111653645862e-06;7.808214766890943e-06;7.806111653645862e-06;7.808214766890943e-06;7.806111653645862e-06;7.808214766890943e-06;7.806111653645862e-06;7.808214766890943e-06;3.3905676269531505e-05;3.391481109619166e-05;3.3905676269531505e-05;3.391481109619166e-05;2.891931395144817e-05;2.891931395144817e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325207;1;2.881926430596256e-06;2.8810295528835825e-06;2.881926430596256e-06;2.8810295528835825e-06;2.881926430596256e-06;2.8810295528835825e-06;2.881926430596256e-06;2.8810295528835825e-06;1.2517584800720308e-05;1.2513689231872652e-05;1.2517584800720308e-05;1.2513689231872652e-05;1.0673801594801036e-05;1.0673801594801036e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325208;1;3.7197938141999554e-06;3.7236061943902044e-06;3.7197938141999554e-06;3.7236061943902044e-06;3.7197938141999554e-06;3.7236061943902044e-06;3.7197938141999554e-06;3.7236061943902044e-06;1.6156843566894654e-05;1.6173402557373167e-05;1.6156843566894654e-05;1.6173402557373167e-05;1.3791134053297165e-05;1.3791134053297165e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325209;1;1.079256950660992e-05;1.0798473301640302e-05;1.079256950660992e-05;1.0798473301640302e-05;1.079256950660992e-05;1.0798473301640302e-05;1.079256950660992e-05;1.0798473301640302e-05;4.6877291030884144e-05;4.690293403625524e-05;4.6877291030884144e-05;4.690293403625524e-05;3.999434556163108e-05;3.999434556163108e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325210;1;1.7421857367621592e-05;1.7429084382233858e-05;1.7421857367621592e-05;1.7429084382233858e-05;1.7421857367621592e-05;1.7429084382233858e-05;1.7421857367621592e-05;1.7429084382233858e-05;7.567145874023495e-05;7.570284912109432e-05;7.567145874023495e-05;7.570284912109432e-05;6.455216437864445e-05;6.455216437864445e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325763;1;3.992861621997989e-05;3.992614135742202e-05;3.992861621997989e-05;3.992614135742202e-05;3.992861621997989e-05;3.992614135742202e-05;3.992861621997989e-05;3.992614135742202e-05;0.00017342907653808724;0.0001734183270263685;0.00017342907653808724;0.0001734183270263685;0.00014788376377770451;0.00014788376377770451;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325764;1;2.2378723709671667e-05;2.2375346770110035e-05;2.2378723709671667e-05;2.2375346770110035e-05;2.2378723709671667e-05;2.2375346770110035e-05;2.2378723709671667e-05;2.2375346770110035e-05;9.720149993896557e-05;9.718683227539136e-05;9.720149993896557e-05;9.718683227539136e-05;8.288416188767352e-05;8.288416188767352e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325765;1;6.913631891321278e-06;6.910072976571567e-06;6.913631891321278e-06;6.910072976571567e-06;6.913631891321278e-06;6.910072976571567e-06;6.913631891321278e-06;6.910072976571567e-06;3.0029209823608626e-05;3.0013751754760966e-05;3.0029209823608626e-05;3.0013751754760966e-05;2.5606044041930867e-05;2.5606044041930867e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325766;1;1.1622787758156146e-06;1.1604668228714596e-06;1.1622787758156146e-06;1.1604668228714596e-06;1.1622787758156146e-06;1.1604668228714596e-06;1.1622787758156146e-06;1.1604668228714596e-06;5.048332595825233e-06;5.040462417602577e-06;5.048332595825233e-06;5.040462417602577e-06;4.304736206724534e-06;4.304736206724534e-06;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325767;1;5.2490150282118246e-05;5.248811735930285e-05;5.2490150282118246e-05;5.248811735930285e-05;5.2490150282118246e-05;5.248811735930285e-05;5.2490150282118246e-05;5.248811735930285e-05;0.00022798982666015797;0.00022798099670410328;0.00022798982666015797;0.00022798099670410328;0.00019440796400784695;0.00019440796400784695;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325768;1;9.042324998643695e-06;9.042649954336693e-06;9.042324998643695e-06;9.042649954336693e-06;9.042324998643695e-06;9.042649954336693e-06;9.042324998643695e-06;9.042649954336693e-06;3.9275142059326466e-05;3.927655349731475e-05;3.9275142059326466e-05;3.927655349731475e-05;3.349129612717321e-05;3.349129612717321e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325769;1;2.008261797869654e-05;2.0083829413520036e-05;2.008261797869654e-05;2.0083829413520036e-05;2.008261797869654e-05;2.0083829413520036e-05;2.008261797869654e-05;2.0083829413520036e-05;8.722841461181706e-05;8.723367645263736e-05;8.722841461181706e-05;8.723367645263736e-05;7.438455338340815e-05;7.438455338340815e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325770;1;2.3433028157552168e-05;2.3433919835973754e-05;2.3433028157552168e-05;2.3433919835973754e-05;2.3433028157552168e-05;2.3433919835973754e-05;2.3433028157552168e-05;2.3433919835973754e-05;0.00010178084838867265;0.00010178472137451248;0.00010178084838867265;0.00010178472137451248;8.679229568879239e-05;8.679229568879239e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325771;1;2.5309175773903267e-06;2.5328192181057493e-06;2.5309175773903267e-06;2.5328192181057493e-06;2.5309175773903267e-06;2.5328192181057493e-06;2.5309175773903267e-06;2.5328192181057493e-06;1.0992985477447594e-05;1.1001245212555014e-05;1.0992985477447594e-05;1.1001245212555014e-05;9.38081191891026e-06;9.38081191891026e-06;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
3;325772;1;1.2473841518826e-05;1.2471481040672065e-05;1.2473841518826e-05;1.2471481040672065e-05;1.2473841518826e-05;1.2471481040672065e-05;1.2473841518826e-05;1.2471481040672065e-05;5.417985946655314e-05;5.416960678100627e-05;5.417985946655314e-05;5.416960678100627e-05;4.6199413032689264e-05;4.6199413032689264e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
